GISS Record,Record,Species name,Country,State / Province,1.1.GISS - Impacts on plants or vegetation - Impact description,Plants_score,Plants_Confidence_level,"1.2.GISS - Impacts on animals through predation, parasitism, or intoxication - Impact description",Animals_score,Animals_Confidence_level,1.3.GISS - Impacts on other species through competition - Impact description,Competition_score,Competition_Confidence_level,1.4.GISS - Impacts on ecosystems - Impact description,Ecosystems_score,Ecosystems_Confidence_level,1.5.GISS -  Impacts through transmission of diseases or parasites to native species - Impact description,Diseases_score,Diseases_Confidence_level,1.6.GISS - Impacts through hybridization - Impact description,Hybridization_score,Hybridization_Confidence_level,2.1.Impacts on agricultural production,Crops_score,Crops_Confidence_level,2.2.Impacts on animal production,Animal.production_score,Animal.production_Confidence_level,2.3.Impacts on forestry production,Forestry_score,Forestry_Confidence_level,2.4.Impacts on human infrastructure and administration,Infrastructure_score,Infrastructure_Confidence_level,2.5.Impacts on human health,Health_score,Health_Confidence_level,Health_type,2.6.Impacts on human social life,Social_score,Social_Confidence_level,GISS - environment,GISS - socioeconomic,GISS- TOTAL Impact,Comments,Methodology queries,Reference Code,Year,Full Reference
340,260.4,Ochetellus glaber,United States,Hawai'i,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The Vector Control Branch of the Hawaii Department of Health has ac- cumulated a large volume of written inspection data on pests of public health for the island of Oahu. Ant, cockroach, centipede and wasp complaints provide the sixth, seventh, eighth and tenth greatest amounts of arthropod pest information available... Ant, cockroach, centipede and wasp data were drawn from inspection reports from 1990-1999... The primary ant species recorded were Monomorium pharaonis (Linnaeus); Camponotus variegatus (F. Smith); Ochetellus glaber (Mayr); Paratrechina longicornis Latreille; Solenopsis geminata (Fabricius); Tapinoma melanocephalum (Fabricius); Anoplolepis gracilipes (F. Smith); Pheidole megacephala (Fabricius; and Technomyrmex albipes (F. Smith).""",2,2,Indoor (Occurrence),NI,0,NI,0,2,2,,,Leong and Grace_2008,2008,"Leong MKH, Grace JK. Occurrence and distribution of ants (Hymenoptera: Formicidae), cockroaches (Blattodea), centipedes (Chilopoda), and wasps (Hymenoptera: Vespidae) of public health importance on the island of Oahu. Proceedings of the Hawaiian Entomological Society 40: 33-49"
210,191,Solenopsis spp.,United States,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,"""Total C, C/N ratios, organic matter (OM), and Zn2+ concentrations as well as pH of ant mound soils were significantly higher than control plot soils; these trends persisted across seasons. Turfgrass harvested from ant mound perimeters in September exhibited elevated N, P, Ca2+, S, Cu2+, Fe2+, and Na+ concentrations. Evaluation of the relative stability of soil parameters across seasons revealed a significant drop in ant nest pH from September to December 2006. Total N of mound soils was distinctively greater than control soil counterparts during September only. Soil P, K+, Ca2+, Mg2+ and S (all macronutrients), as well as Na+ concen- trations from ant mound soils were substantially elevated during the late Autumn to Winter transition compared to control soil locations, whereas Fe2+ and Mn2+ levels (both micronutrients) were significantly lower in ant mound soils versus control soil environments.""",0,2,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,NI,0,NI,0,0,0,"Paper details impact of fire ants on turf grass soil, but does not indicate if these differences are positive, negative or neutral",,DeFauw et al_2008,2008,"DeFauw SL, Vogt JT, Boykin DL. 2008. Influence of mound construction by red and hybrid imported fire ants on soil chemical properties and turfgrass in a sod production agroecosystem. Insectes Sociaux 55: 301-312"
882,332,Solenopsis spp.,United States,Mississippi,,,,,,,,,,"Impacts of the imported fire ants (Solenopsis Spp.) on the pH, clay content, organic matter, phosphorus (P), potassium (K), sulfur (S), calcium (Ca), and magnesium (Mg) concentrations of nine soil series from five soil orders in Mississippi were studied. Mounds were typically higher in clay, P, and K, and lower in organic matter and S than the adjacent soils. Replicated studies on an Ultisol and an Alfisol confirmed the significance («=0.05) of these effects in most cases. Effects on Ca were strongly dependent on the characteristics of the initial soil. As the ants relocate their mounds, these effects may be transmitted to entire soil landscapes through time.",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,REVIEWED (Wang et al_2019),Green et al_1998,1998,"Reported in: Wang L, Xu Y juan, Zeng L, Lu Y yue. 2019. Impact of the red imported fire ant Solenopsis invicta Buren on biodiversity in South China: A review. Journal of Integrative Agriculture 18: 788–796."
1006,456,Solenopsis spp.,United States,"Georgia, Florida",,,,"we documented a total of 372 initial predation events at nests of Northern Bobwhites (Colinus virginianus). From these, we observed a sample of partial nest pre- dation events (n ? 47). Partial predation events resulted in three outcomes: (1) The nest failed due to parental abandonment; (2) adult stayed with the nest, but clutch failed to hatch, usually due to further predation events; or (3) adult stayed with nest and the remaining eggs hatched, add- ing to the reproductive fitness of the adult. Most common predators causing partial depredations were ratsnakes (Pantherophis alleghaniensis and P. guttatus), kingsnakes (Lampropeltis getula), and fire ants (Solenopsis spp.).",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,Ellis-Felege et al_2012,2012,"Ellis-Felege SN, Miller A, Burnam JS, Wellendorf SD, Sisson DC, Palmer WE, Carroll JP. 2012. Partial depredations on Northern bobwhite nests. Papers in Natural Resources 488: 161–172."
962,412,Solenopsis wagneri,United States,Texas,,,,,,,"A new method for sampling arboreal arthropods is described. Arboreal pitfall traps were used to compare the ant faunas of a central Texas forest in the process of invasion by Solenopsis wagneri, the imported red fire ant. In the uninfested forest patch, 12 of 14 trees yielded ants in the tree canopy, ca. 10-m off the ground, compared to 3 of 13 trees in the infested patch. Ant diversity per trap-tree correspondingly dropped from 1.4 to 0.3 species/tree. Solenopsis wagneri was collected from 5 of the 27 trees studied and is likely an agent for this decrease in diversity.",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,,,Kaspari_2000,2000,Kaspari M. 2000. Do imported fire ants impact canopy arthropods? Evidence from simple arboreal pitfall traps. The Southwestern Naturalist 45: 118–122.
361,267,Solenopsis xyloni,United States,California,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,"""We have found that a native ant, the southern fire ant S. xy/oni McCook, also causes extensive damage to electrical installations in southern California. We evaluated damage caused by S. xy/oni in Monrovia and Temple City, Los Angeles Co., California. The cities of San Dimas and Montclair, in southern California, have reported similar problems. Ants enter the electrical ""pull boxes""  which contain traffic signal wiring, and remove insulation from wires, causing shorts and signal failure. Most damage is on the load side wiring (120 VAC), and is very costly.""",3,3,NI,0,NI,,NI,0,NI,0,3,3,,native range,MacKay et al_1990,1990,"MacKay WP, Sparks D, Vinson SB. 1990. Destruction of electrical equipment by Solenopsis xyloni McCook (Hymenoptera: Formicidae). Pan-Pacific Entomologist 66(2): 174-175"
341,260.5,Paratrechina longicornis,United States,Hawai'i,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The Vector Control Branch of the Hawaii Department of Health has ac- cumulated a large volume of written inspection data on pests of public health for the island of Oahu. Ant, cockroach, centipede and wasp complaints provide the sixth, seventh, eighth and tenth greatest amounts of arthropod pest information available... Ant, cockroach, centipede and wasp data were drawn from inspection reports from 1990-1999... The primary ant species recorded were Monomorium pharaonis (Linnaeus); Camponotus variegatus (F. Smith); Ochetellus glaber (Mayr); Paratrechina longicornis Latreille; Solenopsis geminata (Fabricius); Tapinoma melanocephalum (Fabricius); Anoplolepis gracilipes (F. Smith); Pheidole megacephala (Fabricius; and Technomyrmex albipes (F. Smith).""",2,2,Indoor (Occurrence),NI,0,NI,0,2,2,,,Leong and Grace_2008,2008,"Leong MKH, Grace JK. Occurrence and distribution of ants (Hymenoptera: Formicidae), cockroaches (Blattodea), centipedes (Chilopoda), and wasps (Hymenoptera: Vespidae) of public health importance on the island of Oahu. Proceedings of the Hawaiian Entomological Society 40: 33-49"
342,260.6,Pheidole megacephala,United States,Hawai'i,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The Vector Control Branch of the Hawaii Department of Health has ac- cumulated a large volume of written inspection data on pests of public health for the island of Oahu. Ant, cockroach, centipede and wasp complaints provide the sixth, seventh, eighth and tenth greatest amounts of arthropod pest information available... Ant, cockroach, centipede and wasp data were drawn from inspection reports from 1990-1999... The primary ant species recorded were Monomorium pharaonis (Linnaeus); Camponotus variegatus (F. Smith); Ochetellus glaber (Mayr); Paratrechina longicornis Latreille; Solenopsis geminata (Fabricius); Tapinoma melanocephalum (Fabricius); Anoplolepis gracilipes (F. Smith); Pheidole megacephala (Fabricius; and Technomyrmex albipes (F. Smith).""",2,2,Indoor (Occurrence),NI,0,NI,0,2,2,,,Leong and Grace_2008,2008,"Leong MKH, Grace JK. Occurrence and distribution of ants (Hymenoptera: Formicidae), cockroaches (Blattodea), centipedes (Chilopoda), and wasps (Hymenoptera: Vespidae) of public health importance on the island of Oahu. Proceedings of the Hawaiian Entomological Society 40: 33-49"
343,260.7,Solenopsis geminata,United States,Hawai'i,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The Vector Control Branch of the Hawaii Department of Health has ac- cumulated a large volume of written inspection data on pests of public health for the island of Oahu. Ant, cockroach, centipede and wasp complaints provide the sixth, seventh, eighth and tenth greatest amounts of arthropod pest information available... Ant, cockroach, centipede and wasp data were drawn from inspection reports from 1990-1999... The primary ant species recorded were Monomorium pharaonis (Linnaeus); Camponotus variegatus (F. Smith); Ochetellus glaber (Mayr); Paratrechina longicornis Latreille; Solenopsis geminata (Fabricius); Tapinoma melanocephalum (Fabricius); Anoplolepis gracilipes (F. Smith); Pheidole megacephala (Fabricius; and Technomyrmex albipes (F. Smith).""",2,2,Indoor (Occurrence),NI,0,NI,0,2,2,,,Leong and Grace_2008,2008,"Leong MKH, Grace JK. Occurrence and distribution of ants (Hymenoptera: Formicidae), cockroaches (Blattodea), centipedes (Chilopoda), and wasps (Hymenoptera: Vespidae) of public health importance on the island of Oahu. Proceedings of the Hawaiian Entomological Society 40: 33-49"
344,260.8,Tapinoma melanocephalum,United States,Hawai'i,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The Vector Control Branch of the Hawaii Department of Health has ac- cumulated a large volume of written inspection data on pests of public health for the island of Oahu. Ant, cockroach, centipede and wasp complaints provide the sixth, seventh, eighth and tenth greatest amounts of arthropod pest information available... Ant, cockroach, centipede and wasp data were drawn from inspection reports from 1990-1999... The primary ant species recorded were Monomorium pharaonis (Linnaeus); Camponotus variegatus (F. Smith); Ochetellus glaber (Mayr); Paratrechina longicornis Latreille; Solenopsis geminata (Fabricius); Tapinoma melanocephalum (Fabricius); Anoplolepis gracilipes (F. Smith); Pheidole megacephala (Fabricius; and Technomyrmex albipes (F. Smith).""",2,2,Indoor (Occurrence),NI,0,NI,0,2,2,,,Leong and Grace_2008,2008,"Leong MKH, Grace JK. Occurrence and distribution of ants (Hymenoptera: Formicidae), cockroaches (Blattodea), centipedes (Chilopoda), and wasps (Hymenoptera: Vespidae) of public health importance on the island of Oahu. Proceedings of the Hawaiian Entomological Society 40: 33-49"
345,260.9,Technomyrmex albipes,United States,Hawai'i,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""The Vector Control Branch of the Hawaii Department of Health has ac- cumulated a large volume of written inspection data on pests of public health for the island of Oahu. Ant, cockroach, centipede and wasp complaints provide the sixth, seventh, eighth and tenth greatest amounts of arthropod pest information available... Ant, cockroach, centipede and wasp data were drawn from inspection reports from 1990-1999... The primary ant species recorded were Monomorium pharaonis (Linnaeus); Camponotus variegatus (F. Smith); Ochetellus glaber (Mayr); Paratrechina longicornis Latreille; Solenopsis geminata (Fabricius); Tapinoma melanocephalum (Fabricius); Anoplolepis gracilipes (F. Smith); Pheidole megacephala (Fabricius; and Technomyrmex albipes (F. Smith).""",2,2,Indoor (Occurrence),NI,0,NI,0,2,2,,,Leong and Grace_2008,2008,"Leong MKH, Grace JK. Occurrence and distribution of ants (Hymenoptera: Formicidae), cockroaches (Blattodea), centipedes (Chilopoda), and wasps (Hymenoptera: Vespidae) of public health importance on the island of Oahu. Proceedings of the Hawaiian Entomological Society 40: 33-49"
187,169,Tapinoma melanocephalum,Colombia,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,"""The ghost ant has caused problems in insect houses, consuming eggs of the mosquito Aedes aegypti in Cuba…",2,2,NI,0,NI,NI,0,NI,NI,0,NI,,NI,0,NI,0,2,2,,,Sanabria-Blandon and de Ulloa_2009,2009,"Based on information in paper: Pérez OI, González RB, Bisset JA, Navarro A, Hernández N, Martínez A. 2004. Efectos de Tapinoma melanocephalum (Hymenoptera: Formicidae) sobre huevos de Aedes aegypti (Diptera: Culicidae) en insectario. Revista Cubana de Medicina Tropical 56(3): 167-171                                                      Reported in: Sanabria-Blandón M, Chacón de Ulloa P. 2009. Hormigas como plagas potenciales en tres criaderos de mariposas del suroccidente de Colombia. Acta Agronómica 58: 47-52"
188,170,Tapinoma melanocephalum,Colombia,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,"""The ghost ant has caused problems… predating lizard eggs in Zurich Zoo…""",2,2,NI,0,NI,NI,0,NI,NI,0,NI,,NI,0,NI,0,2,2,,,Sanabria-Blandon and de Ulloa_2009,2009,"Based on information in paper: Bustos X, Cherix D. 1998. Contribution a la biologie de Tapinoma melanocephalum (Fabricus) (Hymenoptera: Formicidae). Actes des Colloques Insectes Sociaux 11: 95-101 Reported in: Sanabria-Blandón M, Chacón de Ulloa P. 2009. Hormigas como plagas potenciales en tres criaderos de mariposas del suroccidente de Colombia. Acta Agronómica 58: 47-52"
189,171,Tapinoma melanocephalum,Colombia,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,"""The ghost ant has caused problems… predating… cayman eggs in rearing facilities in the department of Magdalena in the Atlantic region of Colombia""",0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,NI,0,NI,0,0,0,,,Sanabria-Blandon and de Ulloa_2009,2009,"Based on information in paper: De al Ossa J. 2001. Guía para el manejo y cría del caimán del Magdalena o caimán aguja (Crocodylus acutus). p 64                                                                                                                                Reported in: Sanabria-Blandón M, Chacón de Ulloa P. 2009. Hormigas como plagas potenciales en tres criaderos de mariposas del suroccidente de Colombia. Acta Agronómica 58: 47-52"
